Month,Day,Year,Birthday,Name,Description
1,26,1923,1/26/1923,Anne Jeffereys, in North Carolina
1,26,1925,1/26/1925,Joan Leslie, Actress
1,26,1925,1/26/1925,Paul Newman, Actor (Hud - Hombre - Hustler) and racer & popcorn mogul
1,26,1928,1/26/1928,Eartha Kitt, in South Carolina
1,26,1928,1/26/1928,Roger Vadim, Director
1,26,1929,1/26/1929,Jules Feiffer, cartoonist (Passionella)
1,26,1931,1/26/1931,Mary Murphy,
1,26,1935,1/26/1935,Bob Uecker, Sports personality
1,26,1944,1/26/1944,Angela Davis, black activist
1,26,1961,1/26/1961,Wayne Gretzky, Edmonton Oiler
1,26,1976,1/26/1976,Roman Emperor Hadrian,
1,27,1756,1/27/1756,Wolfgang Amadeus Mozart, musical prodigy and Salzburg Austria
1,27,1756,1/27/1756,W.A. Mozart,
1,27,1823,1/27/1823,Edouard Lalo, French composer (Symphonie espagnole)
1,27,1832,1/27/1832,Charles Lutwidge Dodgson, (you know him as Lewis Carroll)
1,27,1832,1/27/1832,Lewis Carroll,
1,27,1834,1/27/1834,Dmitri Mendeleev, discoverer of periodic table (or 1919)
1,27,1850,1/27/1850,Samuel Gompers, 1st pres of AFL
1,27,1885,1/27/1885,Jerome Kern, Broadway composer
1,27,1891,1/27/1891,Ilya Ehrenburg, Soviet writer
1,27,1894,1/27/1894,Fritz Pollard, early black NFL star (1920-26)
1,27,1900,1/27/1900,Admiral Hyman G Rickover, father of modern nuclear navy
1,27,1901,1/27/1901,Art Rooney, NFL team owner (Pittsburgh)
1,27,1911,1/27/1911,Benay Venuta, Actress
1,27,1918,1/27/1918,Skitch Henderson, Bandleader
1,27,1921,1/27/1921,Donna Reed, in Denison Iowa
1,27,1927,1/27/1927,Joe Perry, AAFC and NFL fullback (SF 49ers and Baltimore Colts)
1,27,1929,1/27/1929,Ingrid Thulin, in Sweden
1,27,1936,1/27/1936,Troy Donahue, Actor (Cockfighter and Grandview USA)
1,28,1457,1/28/1457,Henry VII, king of England (1485-1509)
1,28,1611,1/28/1611,Johannes Hevelius, Danzig star cataloguer
1,28,1822,1/28/1822,Alexander MacKenzie," (L), 2nd prime minister of Canada (1873-78)"
1,28,1841,1/28/1841,Henry Stanley, explorer who found Livingstone
1,28,1853,1/28/1853,Jose Marti, Cuban poet and essayist and politician
1,28,1855,1/28/1855,William Seward Burroughs, inventor of recording adding machine
1,28,1869,1/28/1869,Ozaki Koyo, Japanese novelist and essayist and haiku poet (The Heart)
1,28,1884,1/28/1884,Auguste & Jean Felix Piccard, Swiss scientists and explorers
1,28,1887,1/28/1887,Artur Rubinstein, pianist
1,28,1912,1/28/1912,Jackson Pollock,
1,28,1922,1/28/1922,Robert W Holley, American biochemist and worked with tRNA (Nobel '68)
1,28,1929,1/28/1929,Claes Oldenburg, sculptor
1,28,1933,1/28/1933,Susan Sontag, author and film director
1,28,1936,1/28/1936,Alan Alda, Actor (Hawkeye Pierce)
1,28,1948,1/28/1948,Mikhail Baryshnikov, ballet dancer
1,29,1688,1/29/1688,Emanuel Swedenborg, Swedish religious leader
1,29,1737,1/29/1737,Thomas Paine, political essayist (Common Sense and Age of Reason)
1,29,1756,1/29/1756,Henry (Light Horse Harry) Lee, cavalryman
1,29,1843,1/29/1843,William McKinley, (R) 24th US pres (1897-1901)
1,29,1850,1/29/1850,Lawrence Hargrave, invented box kite
1,29,1860,1/29/1860,Anton Chekhov, writer (The Cherry Orchard)
1,29,1862,1/29/1862,Frederick Delius, English composer
1,29,1866,1/29/1866,Romain Rolland, French writer (Jean-Christophe) (Nobel 1915)
1,29,1874,1/29/1874,John D Rockefeller Jr, financier
1,29,1880,1/29/1880,Claude William Dukenfield, (better known as WC Fields)
1,29,1901,1/29/1901,Allen B DuMont, perfected 1st coml practical cathode ray tube
1,29,1916,1/29/1916,Victor Mature, Actor (One Million BC and Robe)
1,29,1918,1/29/1918,John Forsythe, Actor
1,29,1939,1/29/1939,Germaine Greer, in Melbourne Australia
1,29,1939,1/29/1939,Germain Greer,
1,29,1942,1/29/1942,Claudine Longet, in France - Former Mrs Andy Williams
1,29,1943,1/29/1943,Katharine Ross, in Hollywood Cal
1,29,1945,1/29/1945,Tom Selleck, Actor (Magnum PI)
1,29,1951,1/29/1951,Ann Jillian, in Cambridge Mass
1,29,1953,1/29/1953,Oprah Winfrey, Actress and TV host (The Color Purple)
1,29,1958,1/29/1958,Judy Norton-Taylor, in Santa Monica - Cal (Waltons)
1,29,1960,1/29/1960,Gregory Louganis, champion diver
1,30,1882,1/30/1882,Franklin D Roosevelt, 32nd Pres (1933-1945) in New Hyde Park NY
1,30,1894,1/30/1894,Boris III, tsar of Bulgaria (1918-43)
1,30,1912,1/30/1912,Barbara Tuchman, historian and author (The Guns of August)
1,30,1914,1/30/1914,David Wayne, Actor
1,30,1922,1/30/1922,Barbara Hale, in Dekalb Ill
1,30,1922,1/30/1922,Dick Martin, Actor and comedian (Laugh-In)
1,30,1925,1/30/1925,Dorothy Malone, Actress (At Gunpoint! and Night & Day) in Chic
1,30,1928,1/30/1928,Harold Prince, stage producer
1,30,1931,1/30/1931,Gene Hackman, Actor (Bonnie & Clyde and Under Fire)
1,30,1936,1/30/1936,Tammy Grimes, in Lynn Mass
1,30,1937,1/30/1937,Boris Spassky, of USSR--world chess champion (1969-72)
1,30,1937,1/30/1937,Vanessa Redgrave, Actress (Blow-Up and Julia and Orient Express) in London
1,31,1797,1/31/1797,Franz Schubert, composer (Unfinished Symphony)
1,31,1830,1/31/1830,James G Blaine, 'Plumed Knight'
1,31,1872,1/31/1872,Zane Gray, American West novelist
1,31,1881,1/31/1881,Irving Langmuir, physical chemist/colloid researcher (Nobel '32)
1,31,1892,1/31/1892,Eddie Cantor, comedian
1,31,1902,1/31/1902,Alva Myrdal, Swedish pacifist (Nobel 1981)
1,31,1913,1/31/1913,Don Hutson, NFL end (Packers)
1,31,1913,1/31/1913,Wayne Millner, NFL end (Boston/Washington Redskins)
1,31,1914,1/31/1914,Jersey Joe Walcott, heavyweight boxing champ (1951-52)
1,31,1919,1/31/1919,Jackie Robinson, 1st black major league baseball player
1,31,1923,1/31/1923,Carol Channing, in Seattle Wash - Diamonds are her best friend
1,31,1923,1/31/1923,Joanne Dru, in West Virginia
1,31,1923,1/31/1923,Normal Mailer, novelist and NYC mayoral candidate (Naked & the Dead)
1,31,1929,1/31/1929,Jean Simmons, Actress in London
1,31,1929,1/31/1929,Rudolf Mossbauer, German physicist (Nobel 1961)
1,31,1937,1/31/1937,Suzanne Pleshette, Actress (The Birds and Bob Newhart Show) in NYC
1,31,1938,1/31/1938,Beatrix Wilhelmina Armgard," queen of Netherlands (1980-, )"
1,31,1938,1/31/1938,James G Watt, former sect of interior
1,31,1944,1/31/1944,Jessica Walters, in NYC
1,31,1947,1/31/1947,Nolan Ryan, baseball player
1,31,1957,1/31/1957,Shirley Babashoff, US Olympic swimmer
2,1,1805,2/1/1805,Auguste Blanqui, French revolutionary workers' leader
2,1,1859,2/1/1859,Victor Herbert, composer
2,1,1882,2/1/1882,Louis St. Laurent,(L) 12th Canadian prime minister (1948-57)
2,1,1901,2/1/1901,Clark Gable, didn't give a damn about Scarlet O'Hara
2,1,1902,2/1/1902,Langston Hughes, poet & translator (The Weary Blues)
2,1,1904,2/1/1904,S.J. Perelman, author & humorist
2,1,1915,2/1/1915,Sir Stanley Matthews, 1st British soccer player to be knighted
2,1,1918,2/1/1918,Muriel Spark, Scottish novelist
2,1,1935,2/1/1935,Vladimir V. Aksyonov, Soviet cosmonaut (Soyuz 22 & T-2)
2,1,1968,2/1/1968,Lisa Marie Presley, (Elvis' daughter)
2,2,1754,2/2/1754,Talleyrand, French statesman & diplomat
2,2,1859,2/2/1859,Havelock Ellis, American physician & sex researcher
2,2,1875,2/2/1875,Fritz Kreisler, Austrian virtuoso violinist & composer
2,2,1882,2/2/1882,James Joyce, Irish novelist & poet (Dubliners & Ulysses)
2,2,1895,2/2/1895,George S. Halas (Papa Bear), end & coach for Chicago Bears
2,2,1901,2/2/1901,Jascha Heifetz, violin virtuoso
2,2,1920,2/2/1920,Dr. An Wang, founder of Wang Laboratories
2,2,1923,2/2/1923,James Dickey, writer
2,2,1926,2/2/1926,Valery Giscard d'Estaing, president of France (1974-81)
2,2,1928,2/2/1928,Elaine Stritch, Actress
2,2,1937,2/2/1937,Martina Arroyo, Opera singer
2,2,1937,2/2/1937,Tom Smothers, comedian
2,2,1946,2/2/1946,Tricia Nixon Cox, daughter of Richard Milhaus (or 0221)
2,2,1947,2/2/1947,Farrah Fawcett-Major, in Texas--Charlie's Angels
2,3,1809,2/3/1809,Felix Mendelssohn-Bartholdy, composer
2,3,1811,2/3/1811,Horace Greeley, editor (told young men to go west)
2,3,1821,2/3/1821,Elizabeth Blackwell, 1st woman to get MD from a US Medical school
2,3,1830,2/3/1830,Robert Cecil, Marquess of Salisbury (C) & British P.M. (1885-1902)
2,3,1842,2/3/1842,Sidney Lanier, poet
2,3,1874,2/3/1874,Gertrude Stein, beloved by Hemmingway
2,3,1894,2/3/1894,Norman Rockwell, artist (Saturday Evening Post covers)
2,3,1907,2/3/1907,James A. Mitchner, U.S. writer (South Pacific & Hawaii & Space)
2,3,1918,2/3/1918,Joey Bishop, comedian
2,3,1926,2/3/1926,Shelley Berman, comedian
2,3,1932,2/3/1932,Peggy Ann Garner, in Canton Ohio
2,3,1940,2/3/1940,Fran Tarkenton, NFL quarterback (Minnesota Vikings)
2,3,1943,2/3/1943,Blythe Danner, in Philadelphia
2,3,1944,2/3/1944,Bridget Handley, in Budapest
2,3,1950,2/3/1950,Morgan Fairchild, in Dallas Texas
2,4,1875,2/4/1875,Ludwig Prandtl, German physicist & father of aerodynamics
2,4,1902,2/4/1902,Charles A. Lindbergh, (Lucky Lindy) 1st to fly solo across Atlantic
2,4,1906,2/4/1906,Clyde Tombaugh, discoverer of Pluto
2,4,1912,2/4/1912,Erich Leinsdorf, musical conductor (or 0203)
2,4,1918,2/4/1918,Ida Lupino, Actress
2,4,1921,2/4/1921,Betty Friedan, feminist & writer (The Feminine Mystique)
2,4,1923,2/4/1923,Conrad Bain, Actor
2,4,1931,2/4/1931,Isabel Peron, Argentine president
2,4,1935,2/4/1935,Martti Talvela, Finnish operatic basso
2,4,1943,2/4/1943,Cheryl Miller, in Sherman Oaks
2,4,1944,2/4/1944,Florence LaRue, in Gordon Pennsylvania & one of 5th Dimension
2,4,1948,2/4/1948,Alice Cooper, singer
2,4,1950,2/4/1950,Pamela Franklin,
2,4,1952,2/4/1952,Lisa Eichhorn,
2,4,1959,2/4/1959,Lawrence Taylor, NY Giants linebacker
2,4,1960,2/4/1960,Pamela Ferdin,
2,5,1723,2/5/1723,John Witherspoon, clergyman & signer of Declaration of Independence
2,5,1744,2/5/1744,John Jeffries, colonial physician & meteorologist
2,5,1778,2/5/1778,Sir Robert Peel, (C) British P.M. (1834-46) & founder of Tories
2,5,1837,2/5/1837,Evangelist Dwight Lyman Moody,
2,5,1840,2/5/1840,John Boyd Dunlop, developed pneumatic rubber tire
2,5,1848,2/5/1848,Belle Starr, of the wild west
2,5,1878,2/5/1878,Andre-Gustave Citron, French auto maker
2,5,1900,2/5/1900,Adlai Stevenson, (D) Ill gov & pres candidate
2,5,1906,2/5/1906,John Carradine, Actor
2,5,1907,2/5/1907,Norton Simon, business executive
2,5,1914,2/5/1914,William Burroughs, U.S. novelist (Naked Lunch)
2,5,1919,2/5/1919,Red Buttons, comedian/Actor
2,5,1926,2/5/1926,Arthur Ochs Sulzberger, publisher (NY Times)
2,5,1934,2/5/1934,Hank Aaron, baseball player (record 755 HR's)
2,5,1939,2/5/1939,Jane Bryant Quinn, newscaster
2,5,1946,2/5/1946,Charlotte Rampling, in England
2,5,1948,2/5/1948,Barbara Hershey, in Atlanta Georgia
2,5,1951,2/5/1951,Elizabeth Swados, American composer & playwright
2,6,1637,2/6/1637,Toyotomi Hideyoshi, unifier of Japan
2,6,1665,2/6/1665,Queen Anne of England, (1702-14)
2,6,1756,2/6/1756,Aaron Burr, (D-R) 3rd US VP (1801-05) & dueler
2,6,1885,2/6/1885,George Herman (Babe) Ruth, baseball great
2,6,1902,2/6/1902,Louis Nizer, lawyer & author
2,6,1911,2/6/1911,Ronald Reagan, (R) Actor & 40th US pres (1981-89)
2,6,1919,2/6/1919,Zsa Zsa Gabor, in Budapest
2,6,1931,2/6/1931,Rip Torn, Actor
2,6,1932,2/6/1932,Francois Truffaut, French director (Jules & Jim & Fahrenheit 451)
2,6,1933,2/6/1933,Mamie Van Doren, in Rowena SD
2,6,1940,2/6/1940,Tom Brokaw, newscaster (NBC)
2,6,1943,2/6/1943,Fabian, singer
2,6,1945,2/6/1945,Bob Marley, reggae musician
2,6,1948,2/6/1948,Barbara Hancock, in Atlanta
2,6,1950,2/6/1950,Natalie Cole, in Los Angeles
2,7,1478,2/7/1478,Sir Thomas More, lawyer & lord chancellor of England & saint
2,7,1804,2/7/1804,John Deere, pioneer manufacturer of agricultural implements
2,7,1812,2/7/1812,Charles Dickens, novelist (Oliver Twist & Tale of Two Cities)
2,7,1817,2/7/1817,Frederick Douglas, 1st black to hold high rank in US government
2,7,1824,2/7/1824,William Higgins," discoverer of nature of spiral ""nebulae,"
2,7,1870,2/7/1870,Alfred Adler, Austrian psychiatrist
2,7,1877,2/7/1877,Godfrey H. Hardy, English number theorist
2,7,1883,2/7/1883,Eubie Blake, composer (I'm Just Wild About Harry & Memories of You)
2,7,1885,2/7/1885,Sinclair Lewis, novelist & social critic (Main Street) (Nobel 1930)
2,7,1905,2/7/1905,Ulf Svante von Euler, Swedish physiologist (Nobel 1970)
2,7,1908,2/7/1908,Buster Crabbe, Olympic swimmer & Actor (Flash Gordon & Buck Rogers)
2,7,1920,2/7/1920,Eddie Bracken, Actor
2,7,1932,2/7/1932,Alfred M. Worden, U.S. astronaut (Apollo 15)
2,8,1612,2/8/1612,Samuel Butler, English poet & satirist (Hudibras)
2,8,1819,2/8/1819,John Ruskin, writer & critic & artist & Gothic Revivalist
2,8,1820,2/8/1820,William Tecumseh Sherman," Civil War general (""War is hell"")"
2,8,1828,2/8/1828,Jules Verne, in France--pioneered sci-fi (From the Earth to the Moon)
2,8,1885,2/8/1885,Dame Edith Evans,
2,8,1906,2/8/1906,Chester F Carlson, invented xerography (xeroxing)
2,8,1920,2/8/1920,Lana Turner, Actress in Wallace Idaho
2,8,1925,2/8/1925,Jack Lemmon, Actor (Days of Wine & Roses & Missing)
2,8,1931,2/8/1931,James Dean, stage & film Actor (Giant & Rebel Without a Cause)
2,8,1940,2/8/1940,Ted Koppel, newscaster (ABC)
2,8,1949,2/8/1949,Brook Adams, Actress
2,8,1968,2/8/1968,Gary Coleman, Actor
2,9,1773,2/9/1773,William Henry Harrison, 9th President (March 4-April 4 1841)
2,9,1866,2/9/1866,George Ade, American journalist & playwright & humorist
2,9,1874,2/9/1874,Amy Lowell, American critic & Imagist poet (Patterns)
2,9,1909,2/9/1909,Dean Rusk, former Sec of State
2,9,1914,2/9/1914,Bill Veeck, baseball club owner
2,9,1914,2/9/1914,Carmen Miranda, singer
2,9,1914,2/9/1914,Ernest Tubb, singer (I'm Walking the Floor over You)
2,9,1923,2/9/1923,Brendan Behan, Irish author (The Hostage)
2,9,1923,2/9/1923,Kathryn Grayson,
2,9,1928,2/9/1928,Roger Mudd, newscaster
2,9,1942,2/9/1942,Carole King, in Brooklyn NY singing about her tapestry
2,9,1945,2/9/1945,Mia Farrow, Actress (Rosemary's Baby) LA
2,9,1950,2/9/1950,Andrew N. Meltzoff, developmental psychologist
2,9,1950,2/9/1950,Judith Light, in Trenton NJ - Who's the Boss
2,10,1775,2/10/1775,Charles Lamb, English critic & poet & essayist
2,10,1868,2/10/1868,William Allen White, editor
2,10,1890,2/10/1890,Boris Pasternak, Russian novelist & poet (Dr. Zhivago) (Nobel 1958)
2,10,1893,2/10/1893,Jimmy Durante, comedian
2,10,1893,2/10/1893,William (Bill) Tilden, tennis player
2,10,1894,2/10/1894,Harold Macmillan, (C) British Prime Minister (1957-63)
2,10,1898,2/10/1898,Bertolt Brecht, German playwright (Mother Courage)
2,10,1898,2/10/1898,Dame Judith Anderson, Actress
2,10,1910,2/10/1910,Dominique Pire, Belgian educator & aided WW II refugees (Nobel 1958)
2,10,1914,2/10/1914,Larry Adler, Actor
2,10,1922,2/10/1922,Harold Hughes, ex-Governor of New Jersey
2,10,1922,2/10/1922,Neva Patterson,
2,10,1923,2/10/1923,Cesare Siepi, Italian basso
2,10,1927,2/10/1927,Leontyne Price, operatic soprano
2,10,1930,2/10/1930,Robert Wagner, Actor (Hart to Hart)
2,10,1939,2/10/1939,Singer Roberta Flack, in North Carolina
2,10,1944,2/10/1944,Peter Allen, singer
2,10,1950,2/10/1950,Mark Spitz, U.S. Olympic swimmer
2,11,1833,2/11/1833,Melville Weston Fuller, 8th chief justice & U.S. Supreme Court
2,11,1839,2/11/1839,J. Willard Gibbs, theoretical physicist & chemist
2,11,1847,2/11/1847,Thomas Alva Edison, NJ lit up your life (held 1200 patents)
2,11,1847,2/11/1847,Thomas Edison,
2,11,1898,2/11/1898,Leo Szilard, Hungarian physicist & A-bomb worker & peace activist
2,11,1904,2/11/1904,Sir Keith Holyoake, New Zealand prime minister (1960-72)
2,11,1909,2/11/1909,Joseph L. Mankiewicz, film writer & director
2,11,1909,2/11/1909,Max Baer, boxer
2,11,1921,2/11/1921,Eva Gabor, Budapest & Actress (Green Acres)
2,11,1921,2/11/1921,Lloyd Bentsen,(D) U.S. senator from Texas
2,11,1925,2/11/1925,Dr Virginia E. Johnson, sexologist (of Masters & Johnson)
2,11,1925,2/11/1925,Kim Stanley, Actress in New Mexico
2,11,1934,2/11/1934,Mary Quant, in England
2,11,1934,2/11/1934,Tina Louise, NYC & Actress (Gilligan's Island)
2,11,1936,2/11/1936,Burt Reynolds, Actor (Deliverance & The End & Smokey & the Bandit)
2,11,1941,2/11/1941,Sergio Mendes, jazz musician (Brazil 66 & 77 & 88)
2,12,1746,2/12/1746,Thaddeus Kosciusko, Polish patriot
2,12,1775,2/12/1775,Louisa Catherine Johnson Adams, wife of John Quincy Adams
2,12,1809,2/12/1809,Abraham Lincoln,"(R), 16th U.S. president (1861-65)"
2,12,1809,2/12/1809,Charles Darwin," Evolutionist--Shrewsbury, England"
2,12,1880,2/12/1880,John L. Lewis, leader of United Mine Workers of America
2,12,1893,2/12/1893,General of Army Omar Bradley, 'GI General'
2,12,1915,2/12/1915,Lorne Greene, Actor (Ben Cartwright on Bonanza) in Canada
2,12,1919,2/12/1919,Forrest Tucker, Actor
2,12,1923,2/12/1923,Franco Zefferelli, motion picture director
2,12,1926,2/12/1926,Joe Garagiola, baseball player & announcer
2,12,1934,2/12/1934,Bill Russell, basketball player & coach
2,12,1936,2/12/1936,Joe Don Baker, Actor
2,12,1938,2/12/1938,Judy Blume, author
2,12,1945,2/12/1945,Maud Adams, Actress in Sweden
2,13,1542,2/13/1542,Catherine Howard, 5th wife of Henry VIII
2,13,1682,2/13/1682,Giovanni Battista Piazzetta, Venetian painter
2,13,1805,2/13/1805,D Field, lawyer whose advocacy of law codification had intl effects
2,13,1805,2/13/1805,David Dudley Field, lawyer & law codifier
2,13,1805,2/13/1805,Peter Dirichlet, German number theorist & analysist
2,13,1849,2/13/1849,Randolph Churchill, English politician & father of William
2,13,1885,2/13/1885,Bess Truman, married to President Harry Truman
2,13,1886,2/13/1886,Ricardo Guiraldes, Argentine novelist & poet (Don Segundo Sombra)
2,13,1892,2/13/1892,Grant Wood, painted American Gothic
2,13,1903,2/13/1903,Georges Simenon, Belgian mystery writer (The Snow Was Black)
2,13,1919,2/13/1919,Tennessee Ernie Ford, singer
2,13,1920,2/13/1920,Eileen Farrell, in Willimantic Conn
2,13,1931,2/13/1931,Dorothy McGuirre, of McGuirre sisters
2,13,1933,2/13/1933,Emanuel Ungaro, fashion designer
2,13,1936,2/13/1936,George Segal, Actor & banjo player
2,13,1937,2/13/1937,Sigmund J„hn, 1st German space traveler (on board Soyuz 31)
2,13,1939,2/13/1939,Valeri I. Rozhdestvensky, Soviet cosmonaut (Soyuz 23)
2,13,1942,2/13/1942,Carol Lynley, Actress born in NYC
2,13,1944,2/13/1944,Stockard Channing, in New York
2,14,1766,2/14/1766,Thomas Malthus, population expert
2,14,1856,2/14/1856,Frank Harris, English journalist & writer (My Life & Loves)
2,14,1859,2/14/1859,George Washington Ferris, engineer invented Ferris Wheel
2,14,1894,2/14/1894,Benny Kubelski," aka Jack Benny, Oh Rochester!"
2,14,1912,2/14/1912,Edmund George Love, American teacher & historian & author
2,14,1913,2/14/1913,James Pike, bishop
2,14,1913,2/14/1913,Jimmy Hoffa, Teamsters leader who disappeared
2,14,1913,2/14/1913,Mel Allen, voice of the Yankees
2,14,1931,2/14/1931,Phyllis McGuirre, of McGuirre sisters
2,14,1934,2/14/1934,Florence Henderson, in Indiana -- keeps Brady Bunch in line
2,14,1944,2/14/1944,Carl Bernstein, investigative reporter (Watergate)
2,14,1947,2/14/1947,Pham Tuan, 1st Vietnamese space traveler (on board Soyuz 37)
2,14,1949,2/14/1949,Ewa Aulin,
2,15,1483,2/15/1483,Babur, founder of Mughal dynasty in India (1526-30)
2,15,1497,2/15/1497,Philipp Melanchthon, German Protestant reformer
2,15,1519,2/15/1519,Pedro Menendez de Aviles, explored Florida & founded St. Augustine
2,15,1564,2/15/1564,Galileo Galilei, astronomer in Pisa -- Italy
2,15,1710,2/15/1710,Louis XV, king of France (1710-74)
2,15,1726,2/15/1726,Abraham Clark, farmer/lawyer & signer of Declaration of Independence
2,15,1748,2/15/1748,Jeremy Bentham, Utilitarian philosopher & economist
2,15,1797,2/15/1797,Henry Engelhard Steinway, piano maker
2,15,1803,2/15/1803,John Augustus Sutter, of gold rush fame
2,15,1809,2/15/1809,Cyrus Hall McCormick, inventor
2,15,1820,2/15/1820,Susan B Anthony, Woman's suffragette
2,15,1845,2/15/1845,Elihu Root,"(R), U.S. secretary of state (Nobel Peace Prize 1912)"
2,15,1861,2/15/1861,Alfred North Whitehead, mathematician & philosopher
2,15,1882,2/15/1882,John Barrymore, Actor (or 0215)
2,15,1901,2/15/1901,Christmas Humphreys, British lawyer & writer & Buddhist
2,15,1907,2/15/1907,Cesar Romero, Actor (Ocean's 11)
2,15,1911,2/15/1911,Leonard Woodcock, labor leader
2,15,1914,2/15/1914,Kevin McCarthy, Actor (Invasion of the Body Snatchers & Howling)
